OrderID,OrderDate,CustomerID,Region,StoreID,ProductCategory,ProductName,Quantity,UnitPrice,Discount,Sales,Profit
789,2024-04-24,C1442,South,S74,Electronics,Smartphone,7,380.07,0.2,2128.39,112.99
790,2024-01-22,C1338,South,S10,Grocery,Wheat,3,60.64,0.2,145.54,41.93
791,2023-03-08,C1903,North,S8,Electronics,Tablet,7,202.22,0.15,1203.21,62.37
792,2024-03-26,C1556,West,S8,Electronics,Headphones,7,525.24,0.1,3309.01,891.81
793,2023-11-30,C1332,West,S71,Furniture,Chair,7,53.63,0.0,375.41,103.5
794,2023-04-23,C1996,South,S44,Electronics,Camera,1,337.09,0.0,337.09,23.36
795,2023-01-12,C1344,North,S81,Electronics,Headphones,9,174.41,0.1,1412.72,314.59
796,2024-03-02,C1024,South,S18,Furniture,Bed,2,675.67,0.0,1351.34,86.29
797,2023-02-25,C1154,South,S32,Electronics,Camera,9,421.29,0.15,3222.87,628.15
798,2023-03-09,C1813,South,S98,Electronics,Smartphone,3,968.12,0.2,2323.49,253.8
799,2024-06-20,C1147,West,S82,Clothing,Shoes,2,680.77,0.2,1089.23,183.83
800,2024-08-10,C1494,West,S77,Grocery,Rice,2,631.47,0.1,1136.65,296.6
801,2023-11-05,C1537,North,S14,Clothing,Dress,6,732.94,0.0,4397.64,913.3
802,2024-12-26,C1662,West,S56,Clothing,Shirt,6,202.83,0.15,1034.43,240.73
803,2024-11-29,C1288,South,S19,Electronics,Camera,4,867.76,0.0,3471.04,1004.17
804,2024-09-02,C1609,West,S99,Clothing,Jeans,8,553.1,0.2,3539.84,724.44
805,2023-11-06,C1661,North,S16,Clothing,Shoes,3,402.04,0.15,1025.2,238.4
806,2023-08-02,C1084,North,S26,Electronics,Smartphone,8,136.29,0.0,1090.32,111.3
807,2024-10-24,C1626,North,S64,Grocery,Wheat,7,488.96,0.2,2738.18,543.38
808,2024-04-07,C1224,South,S21,Clothing,Jacket,9,206.83,0.1,1675.32,322.62
809,2024-04-10,C1087,North,S47,Furniture,Bed,8,262.0,0.05,1991.2,121.12
810,2023-12-13,C1645,West,S91,Furniture,Chair,9,747.29,0.0,6725.61,1675.09
811,2023-03-31,C1295,South,S45,Grocery,Rice,1,141.85,0.2,113.48,31.55
812,2024-08-26,C1400,West,S28,Clothing,Jacket,9,190.92,0.05,1632.37,84.26
813,2023-05-14,C1330,South,S38,Grocery,Rice,6,33.71,0.05,192.15,54.83
814,2024-05-17,C1884,East,S99,Electronics,Laptop,1,100.51,0.05,95.48,21.83
815,2023-12-10,C1748,South,S35,Clothing,Jeans,1,204.33,0.2,163.46,28.38
816,2023-05-06,C1490,West,S98,Grocery,Rice,9,322.92,0.2,2325.02,587.16
817,2024-12-23,C1024,East,S16,Electronics,Camera,6,913.91,0.0,5483.46,723.02
818,2024-04-25,C1929,South,S80,Clothing,Dress,8,254.39,0.05,1933.36,307.4
819,2023-02-14,C1645,North,S21,Clothing,Dress,6,619.27,0.1,3344.06,240.6
820,2023-01-10,C1541,West,S18,Furniture,Wardrobe,8,406.31,0.0,3250.48,654.03
821,2024-05-30,C1190,North,S40,Grocery,Wheat,9,315.71,0.05,2699.32,764.42
822,2023-09-29,C1142,West,S99,Grocery,Eggs,9,887.31,0.2,6388.63,1221.17
823,2024-10-19,C1622,North,S2,Electronics,Headphones,4,996.98,0.05,3788.52,386.81
824,2024-09-08,C1007,West,S67,Electronics,Smartphone,9,146.25,0.1,1184.62,124.58
825,2024-05-23,C1297,East,S13,Grocery,Eggs,4,505.06,0.15,1717.2,238.94
826,2024-05-22,C1072,North,S52,Furniture,Table,7,319.47,0.15,1900.85,194.69
827,2024-05-01,C1852,North,S23,Electronics,Laptop,3,887.43,0.0,2662.29,234.21
828,2023-07-02,C1208,East,S2,Electronics,Smartphone,9,732.02,0.15,5599.95,569.54
829,2024-08-04,C1706,South,S58,Clothing,Shirt,3,433.19,0.15,1104.63,261.03
830,2024-12-26,C1826,East,S60,Clothing,Jacket,3,528.17,0.0,1584.51,225.88
831,2023-08-05,C1491,North,S55,Electronics,Smartphone,3,847.66,0.0,2542.98,545.29
832,2024-09-03,C1518,East,S30,Electronics,Headphones,3,790.09,0.1,2133.24,239.21
833,2024-08-14,C1499,South,S83,Furniture,Chair,1,309.44,0.2,247.55,66.3
834,2024-06-05,C1545,West,S36,Clothing,Shirt,9,912.7,0.05,7803.59,2233.82
835,2023-10-12,C1125,West,S25,Electronics,Laptop,7,505.57,0.1,3185.09,565.81
836,2023-04-25,C1893,East,S98,Clothing,Dress,3,185.36,0.2,444.86,37.51
837,2024-08-24,C1687,West,S21,Clothing,Jacket,6,665.69,0.1,3594.73,909.42
838,2023-04-22,C1735,North,S86,Furniture,Wardrobe,7,140.37,0.0,982.59,195.99
839,2023-07-19,C1311,North,S68,Grocery,Eggs,3,874.31,0.2,2098.34,133.05
840,2023-10-10,C1000,North,S91,Clothing,Shoes,6,97.27,0.0,583.62,148.9
841,2023-10-25,C1884,South,S33,Clothing,Jacket,2,407.78,0.2,652.45,115.99
842,2024-01-18,C1208,East,S99,Grocery,Snacks,5,981.43,0.1,4416.43,1004.06
843,2024-03-21,C1610,East,S14,Grocery,Rice,1,311.2,0.15,264.52,20.67
844,2023-02-19,C1501,North,S78,Furniture,Chair,2,56.72,0.1,102.1,22.44
845,2023-09-04,C1775,West,S79,Clothing,Shoes,3,633.33,0.2,1519.99,189.34
846,2024-05-02,C1351,North,S61,Clothing,Shoes,4,548.81,0.0,2195.24,140.58
847,2023-03-20,C1235,West,S78,Furniture,Sofa,9,179.88,0.05,1537.97,246.33
848,2024-04-21,C1926,North,S64,Furniture,Chair,9,146.99,0.1,1190.62,133.94
849,2023-07-28,C1356,North,S78,Electronics,Tablet,9,599.41,0.2,4315.75,720.71
850,2024-03-20,C1756,East,S22,Furniture,Bed,3,896.11,0.05,2553.91,541.91
851,2024-09-16,C1938,East,S17,Grocery,Snacks,7,754.59,0.2,4225.7,909.37
852,2024-01-25,C1592,South,S89,Clothing,Shirt,5,267.01,0.1,1201.54,76.52
853,2024-05-02,C1712,North,S69,Electronics,Laptop,9,114.35,0.1,926.23,258.19
854,2024-12-26,C1277,West,S34,Furniture,Chair,7,755.32,0.1,4758.52,318.35
855,2024-06-13,C1326,North,S65,Electronics,Camera,1,708.51,0.15,602.23,107.26
856,2023-03-23,C1282,North,S43,Furniture,Bed,1,721.53,0.0,721.53,171.25
857,2024-11-30,C1581,West,S62,Clothing,Jacket,2,63.29,0.05,120.25,14.26
858,2024-09-16,C1012,East,S56,Electronics,Tablet,2,457.68,0.0,915.36,147.41
859,2023-10-22,C1188,South,S42,Clothing,Shirt,1,862.83,0.1,776.55,44.99
860,2024-12-08,C1834,East,S71,Grocery,Rice,8,327.52,0.05,2489.15,459.49
861,2024-05-08,C1816,South,S52,Grocery,Eggs,2,106.39,0.2,170.22,31.26
862,2024-06-04,C1762,East,S47,Clothing,Jacket,3,130.66,0.15,333.18,85.59
863,2023-03-06,C1693,East,S24,Grocery,Eggs,7,195.25,0.0,1366.75,167.89
864,2024-09-02,C1573,South,S30,Clothing,Jeans,6,977.72,0.2,4693.06,1099.83
865,2024-07-07,C1609,West,S65,Clothing,Shoes,2,304.67,0.0,609.34,78.4
866,2024-04-15,C1984,North,S79,Grocery,Wheat,8,131.27,0.1,945.14,124.35
867,2024-04-26,C1802,East,S1,Furniture,Table,4,866.01,0.2,2771.23,257.64
868,2023-08-07,C1788,North,S53,Grocery,Snacks,6,23.1,0.15,117.81,28.55
869,2024-08-08,C1703,East,S43,Furniture,Chair,1,821.43,0.15,698.22,140.68
870,2023-04-18,C1846,West,S34,Electronics,Laptop,4,756.99,0.1,2725.16,613.8
871,2024-03-09,C1124,North,S81,Grocery,Eggs,5,831.52,0.0,4157.6,878.85
872,2024-03-13,C1750,South,S58,Electronics,Headphones,6,795.2,0.2,3816.96,368.3
873,2024-06-18,C1409,East,S77,Furniture,Wardrobe,7,268.31,0.1,1690.35,233.41
874,2024-07-01,C1620,North,S55,Furniture,Wardrobe,9,708.9,0.05,6061.09,1459.99
875,2024-08-31,C1847,East,S87,Grocery,Rice,6,387.8,0.2,1861.44,252.5
876,2023-03-20,C1578,South,S87,Furniture,Sofa,2,455.78,0.0,911.56,254.7
877,2024-05-29,C1313,East,S32,Electronics,Camera,2,924.83,0.0,1849.66,247.29
878,2023-09-27,C1179,North,S96,Grocery,Rice,6,362.4,0.05,2065.68,411.31
879,2023-05-06,C1955,South,S81,Furniture,Table,1,204.72,0.05,194.48,37.16
880,2024-12-16,C1055,South,S80,Grocery,Eggs,9,530.82,0.1,4299.64,981.03
881,2024-05-08,C1186,East,S58,Clothing,Jeans,2,384.44,0.05,730.44,197.89
882,2023-09-28,C1600,East,S87,Furniture,Wardrobe,6,81.55,0.05,464.83,59.97
883,2023-03-15,C1536,West,S48,Grocery,Wheat,5,392.94,0.2,1571.76,292.93
884,2024-01-01,C1119,East,S97,Electronics,Tablet,1,239.28,0.0,239.28,12.33
885,2023-11-14,C1983,East,S9,Electronics,Smartphone,4,926.8,0.2,2965.76,571.21
886,2023-04-04,C1167,North,S58,Electronics,Tablet,5,551.21,0.2,2204.84,415.61
887,2023-10-01,C1553,North,S84,Grocery,Wheat,5,603.38,0.0,3016.9,431.48
888,2024-03-08,C1156,North,S95,Grocery,Rice,4,952.54,0.15,3238.64,634.07
889,2024-07-12,C1106,North,S9,Furniture,Sofa,5,873.9,0.05,4151.02,1161.46
890,2024-12-29,C1153,North,S26,Furniture,Chair,1,450.4,0.2,360.32,35.16
891,2023-09-30,C1928,East,S76,Grocery,Milk,1,319.07,0.1,287.16,45.49
892,2024-07-20,C1665,West,S99,Furniture,Sofa,8,796.0,0.2,5094.4,1020.64
893,2023-02-15,C1301,North,S100,Clothing,Shoes,8,846.59,0.0,6772.72,425.43
894,2023-09-23,C1117,South,S80,Furniture,Chair,8,751.47,0.15,5110.0,1046.53
895,2023-05-28,C1335,West,S71,Grocery,Eggs,9,226.93,0.05,1940.25,196.0
896,2023-07-18,C1160,West,S26,Furniture,Bed,9,487.78,0.1,3951.02,1152.98
897,2024-04-03,C1513,East,S14,Electronics,Tablet,1,898.98,0.15,764.13,140.53
898,2024-08-12,C1727,East,S98,Furniture,Table,5,213.92,0.15,909.16,57.68
899,2024-04-01,C1086,West,S79,Electronics,Smartphone,7,393.82,0.15,2343.23,549.59
900,2023-10-03,C1698,West,S46,Clothing,Shirt,3,497.44,0.05,1417.7,374.11
901,2023-03-19,C1783,East,S83,Furniture,Bed,2,937.36,0.2,1499.78,411.46
902,2023-10-05,C1017,North,S12,Grocery,Rice,4,817.59,0.2,2616.29,388.28
903,2023-03-12,C1479,South,S48,Furniture,Chair,3,346.6,0.1,935.82,245.98
904,2023-12-23,C1815,West,S7,Clothing,Jacket,5,190.0,0.1,855.0,78.13
905,2024-06-18,C1692,South,S37,Electronics,Camera,9,638.97,0.2,4600.58,559.52
906,2023-06-03,C1404,South,S72,Electronics,Smartphone,5,838.17,0.05,3981.31,862.88
907,2024-06-30,C1630,West,S14,Electronics,Camera,7,722.05,0.15,4296.2,421.96
908,2023-04-29,C1237,West,S34,Clothing,Dress,9,823.43,0.0,7410.87,595.28
909,2024-05-30,C1937,North,S13,Clothing,Shoes,2,385.94,0.0,771.88,225.74
910,2023-07-16,C1018,North,S2,Grocery,Eggs,1,723.92,0.2,579.14,125.48
911,2024-03-22,C1440,North,S12,Clothing,Shoes,9,413.81,0.05,3538.08,472.73
912,2023-11-05,C1739,South,S10,Electronics,Tablet,5,807.12,0.15,3430.26,244.38
913,2024-04-04,C1252,South,S14,Electronics,Laptop,6,752.45,0.2,3611.76,304.15
914,2024-04-22,C1678,West,S20,Electronics,Smartphone,8,393.96,0.0,3151.68,415.93
915,2024-02-26,C1293,North,S61,Grocery,Rice,6,342.96,0.05,1954.87,122.01
916,2023-02-20,C1241,North,S38,Electronics,Laptop,8,331.36,0.2,2120.7,380.67
917,2023-02-26,C1381,East,S39,Grocery,Milk,8,480.63,0.05,3652.79,251.03
918,2023-12-18,C1971,West,S48,Furniture,Table,9,771.06,0.05,6592.56,1280.29
919,2023-02-26,C1179,East,S87,Grocery,Snacks,7,443.52,0.2,2483.71,279.97
920,2024-11-17,C1928,North,S98,Electronics,Headphones,4,454.59,0.05,1727.44,235.88
921,2024-02-06,C1621,South,S88,Electronics,Camera,8,115.56,0.15,785.81,84.74
922,2023-12-09,C1435,South,S49,Electronics,Smartphone,2,970.37,0.15,1649.63,295.54
923,2024-06-08,C1807,North,S89,Clothing,Dress,4,849.7,0.05,3228.86,529.25
924,2023-10-02,C1953,West,S23,Electronics,Camera,6,178.06,0.15,908.11,255.32
925,2024-06-13,C1056,North,S5,Clothing,Dress,6,257.25,0.2,1234.8,129.75
926,2024-09-07,C1890,South,S58,Electronics,Laptop,2,25.87,0.15,43.98,8.06
927,2024-04-29,C1981,West,S76,Furniture,Wardrobe,2,20.45,0.05,38.85,10.21
928,2023-07-23,C1015,West,S23,Grocery,Snacks,8,748.72,0.0,5989.76,908.07
929,2024-02-01,C1516,West,S75,Grocery,Wheat,4,627.27,0.2,2007.26,259.04
930,2024-10-16,C1361,East,S7,Furniture,Sofa,8,408.35,0.1,2940.12,368.23
931,2024-12-10,C1576,South,S4,Furniture,Wardrobe,5,995.56,0.2,3982.24,665.59
932,2023-08-25,C1218,South,S40,Electronics,Laptop,7,952.57,0.2,5334.39,1581.38
933,2024-09-07,C1335,West,S31,Grocery,Milk,5,324.73,0.15,1380.1,222.83
934,2023-12-23,C1255,East,S97,Furniture,Table,9,542.98,0.15,4153.8,610.58
935,2023-11-08,C1098,North,S69,Electronics,Camera,2,936.04,0.2,1497.66,241.6
936,2023-12-31,C1367,South,S58,Furniture,Wardrobe,6,282.81,0.0,1696.86,176.12
937,2023-04-15,C1199,West,S51,Clothing,Dress,9,243.23,0.2,1751.26,262.31
938,2023-07-01,C1306,West,S10,Furniture,Wardrobe,6,983.12,0.05,5603.78,346.02
939,2023-10-08,C1214,South,S76,Electronics,Camera,2,803.82,0.1,1446.88,303.98
940,2023-11-05,C1657,East,S43,Electronics,Headphones,3,547.15,0.0,1641.45,215.94
941,2023-04-15,C1973,West,S4,Clothing,Dress,9,142.01,0.05,1214.19,286.05
942,2024-11-12,C1335,West,S76,Furniture,Sofa,4,306.93,0.05,1166.33,166.01
943,2024-12-30,C1784,South,S91,Clothing,Jeans,8,587.47,0.05,4464.77,975.59
944,2023-03-31,C1560,South,S62,Clothing,Shirt,6,797.7,0.15,4068.27,916.48
945,2023-07-18,C1214,North,S2,Furniture,Sofa,1,694.8,0.1,625.32,111.7
946,2024-12-28,C1688,South,S90,Clothing,Shoes,9,799.83,0.1,6478.62,1063.93
947,2024-04-22,C1925,North,S36,Grocery,Milk,3,700.19,0.05,1995.54,530.29
948,2024-05-17,C1635,East,S49,Electronics,Laptop,7,40.11,0.15,238.65,64.3
949,2024-02-19,C1697,West,S87,Furniture,Table,6,562.11,0.15,2866.76,366.5
950,2023-05-25,C1036,West,S77,Electronics,Tablet,3,311.85,0.05,888.77,83.47
951,2024-02-24,C1867,North,S84,Grocery,Wheat,4,973.53,0.15,3310.0,353.74
952,2024-03-03,C1116,South,S68,Grocery,Snacks,2,822.34,0.05,1562.45,256.53
953,2023-10-24,C1972,West,S69,Furniture,Bed,6,358.37,0.1,1935.2,349.09
954,2023-07-12,C1603,South,S78,Furniture,Wardrobe,5,768.21,0.0,3841.05,213.03
955,2023-03-10,C1057,North,S57,Grocery,Snacks,4,609.84,0.1,2195.42,124.65
956,2024-04-28,C1305,East,S33,Grocery,Eggs,8,894.37,0.2,5723.97,1419.53
957,2024-01-13,C1619,West,S10,Clothing,Shoes,6,909.78,0.05,5185.75,891.18
958,2023-04-02,C1126,West,S80,Furniture,Bed,8,931.69,0.15,6335.49,1033.99
959,2024-11-24,C1024,West,S28,Electronics,Laptop,5,151.39,0.05,719.1,94.26
960,2023-02-26,C1604,East,S19,Furniture,Chair,1,998.81,0.1,898.93,229.36
961,2023-08-15,C1744,North,S40,Grocery,Eggs,3,732.7,0.2,1758.48,312.33
962,2023-02-24,C1979,North,S52,Clothing,Shoes,2,310.19,0.1,558.34,64.03
963,2024-05-11,C1598,West,S73,Clothing,Jacket,1,628.96,0.1,566.06,162.51
964,2023-04-28,C1702,West,S42,Grocery,Rice,4,790.32,0.1,2845.15,325.51
965,2024-07-28,C1573,South,S100,Electronics,Laptop,3,735.83,0.05,2097.12,255.59
966,2023-03-22,C1550,West,S36,Grocery,Wheat,8,177.47,0.0,1419.76,373.86
967,2023-07-23,C1195,West,S88,Clothing,Jacket,9,278.95,0.2,2008.44,359.09
968,2023-02-26,C1722,North,S12,Clothing,Shirt,2,377.26,0.1,679.07,62.89
969,2023-07-28,C1640,North,S79,Electronics,Tablet,9,783.96,0.15,5997.29,1490.35
970,2024-12-26,C1794,West,S83,Grocery,Milk,4,245.91,0.0,983.64,233.76
971,2024-06-05,C1046,West,S59,Clothing,Shoes,7,515.98,0.05,3431.27,896.25
972,2023-01-27,C1731,East,S18,Clothing,Dress,7,873.79,0.05,5810.7,1551.43
973,2024-04-23,C1765,South,S34,Clothing,Shoes,7,394.88,0.15,2349.54,386.44
974,2024-05-25,C1392,West,S73,Clothing,Dress,8,967.07,0.1,6962.9,1306.16
975,2024-02-02,C1731,North,S30,Clothing,Shirt,4,839.08,0.0,3356.32,913.77
976,2023-07-13,C1234,North,S78,Furniture,Chair,6,274.1,0.15,1397.91,150.39
977,2023-11-07,C1067,East,S79,Grocery,Wheat,8,147.58,0.0,1180.64,73.17
978,2024-09-09,C1132,West,S50,Grocery,Rice,6,766.22,0.05,4367.45,1069.33
979,2024-04-07,C1989,East,S17,Furniture,Chair,4,411.06,0.0,1644.24,376.52
980,2023-09-09,C1502,South,S34,Clothing,Shoes,6,497.17,0.2,2386.42,560.56
981,2024-02-22,C1555,North,S15,Grocery,Milk,6,845.37,0.05,4818.61,613.97
982,2024-05-29,C1213,East,S86,Grocery,Wheat,3,81.94,0.15,208.95,35.71
983,2024-10-18,C1518,North,S13,Grocery,Wheat,8,878.92,0.05,6679.79,817.82
984,2024-06-12,C1051,East,S6,Grocery,Rice,3,417.03,0.05,1188.54,61.62
985,2024-12-17,C1722,West,S21,Grocery,Wheat,8,867.56,0.1,6246.43,965.61
986,2023-11-20,C1868,West,S40,Electronics,Camera,6,365.07,0.15,1861.86,294.28
987,2024-04-05,C1323,North,S46,Electronics,Smartphone,6,690.36,0.0,4142.16,270.18
988,2024-08-11,C1179,South,S66,Grocery,Milk,4,184.26,0.1,663.34,160.24
989,2024-01-02,C1106,East,S55,Furniture,Bed,3,300.98,0.05,857.79,253.89
990,2024-08-03,C1083,East,S39,Electronics,Tablet,9,113.37,0.2,816.26,165.23
991,2023-04-30,C1969,East,S97,Furniture,Table,9,754.28,0.2,5430.82,274.36
992,2024-05-31,C1729,North,S11,Grocery,Wheat,7,182.42,0.05,1213.09,252.24
993,2023-06-11,C1578,West,S72,Clothing,Jeans,7,303.48,0.0,2124.36,172.4
994,2024-06-15,C1440,West,S98,Electronics,Tablet,2,451.71,0.15,767.91,63.98
995,2024-10-18,C1556,North,S11,Clothing,Jeans,6,710.54,0.1,3836.92,787.63
996,2023-06-15,C1641,East,S86,Grocery,Eggs,4,122.83,0.15,417.62,24.93
997,2024-08-06,C1676,East,S49,Clothing,Jacket,4,272.9,0.05,1037.02,188.92
998,2023-06-15,C1373,North,S37,Grocery,Wheat,3,299.73,0.05,854.23,99.33
999,2024-09-26,C1687,West,S44,Grocery,Milk,2,228.12,0.1,410.62,70.68
1000,2024-05-28,C1349,West,S13,Furniture,Bed,9,274.47,0.2,1976.18,419.72
1001,2023-06-30,C1742,West,S45,Electronics,Headphones,4,629.79,0.1,2267.24,292.33
1002,2024-05-07,C1922,North,S26,Electronics,Tablet,7,144.3,0.2,808.08,67.38
1003,2024-03-28,C1470,East,S92,Grocery,Snacks,2,969.8,0.05,1842.62,325.68
1004,2023-05-27,C1904,South,S64,Furniture,Bed,6,642.72,0.1,3470.69,552.5
1005,2023-01-03,C1063,South,S29,Electronics,Headphones,4,657.68,0.05,2499.18,171.79
1006,2023-01-21,C1550,South,S95,Grocery,Eggs,6,975.85,0.1,5269.59,384.39
1007,2023-04-21,C1337,North,S65,Electronics,Laptop,3,543.8,0.15,1386.69,409.93
1008,2023-10-08,C1042,North,S84,Clothing,Dress,3,220.54,0.05,628.54,161.28
1009,2024-05-06,C1508,East,S64,Grocery,Eggs,5,859.75,0.05,4083.81,683.04
1010,2023-07-08,C1414,East,S10,Electronics,Tablet,2,318.54,0.2,509.66,33.9
1011,2024-11-19,C1386,East,S74,Grocery,Milk,5,361.73,0.2,1446.92,343.48
1012,2023-12-12,C1229,South,S26,Grocery,Wheat,8,349.62,0.1,2517.26,190.39
1013,2024-10-17,C1420,West,S3,Furniture,Wardrobe,4,718.58,0.2,2299.46,373.11
1014,2023-11-07,C1746,South,S21,Furniture,Chair,2,674.06,0.05,1280.71,142.37
1015,2023-12-24,C1173,East,S89,Furniture,Table,8,250.75,0.2,1604.8,349.71
1016,2024-04-30,C1532,South,S72,Furniture,Wardrobe,3,634.74,0.2,1523.38,365.62
1017,2023-09-21,C1057,East,S46,Furniture,Bed,2,348.97,0.0,697.94,50.84
1018,2024-10-27,C1393,North,S29,Clothing,Jacket,6,194.72,0.15,993.07,96.69
1019,2024-07-02,C1341,West,S71,Clothing,Shirt,7,402.62,0.2,2254.67,122.6
1020,2024-02-16,C1431,South,S38,Clothing,Shoes,5,333.47,0.0,1667.35,201.77
1021,2024-08-25,C1215,West,S77,Clothing,Dress,3,267.8,0.15,682.89,133.29
1022,2024-12-27,C1220,North,S5,Grocery,Milk,7,692.52,0.0,4847.64,395.22
1023,2024-06-20,C1072,South,S27,Clothing,Jacket,1,86.64,0.05,82.31,7.9
1024,2024-11-24,C1124,North,S67,Electronics,Laptop,6,582.97,0.2,2798.26,686.6
1025,2024-05-20,C1081,West,S87,Furniture,Table,2,65.65,0.2,105.04,18.31
1026,2024-06-19,C1367,East,S84,Clothing,Shirt,1,28.98,0.1,26.08,7.55
1027,2024-09-19,C1748,West,S94,Clothing,Jacket,9,174.84,0.1,1416.2,147.9
1028,2024-05-06,C1812,East,S26,Clothing,Jeans,1,24.5,0.05,23.28,5.58
1029,2024-06-23,C1483,East,S80,Grocery,Milk,8,155.15,0.0,1241.2,140.68
1030,2023-07-26,C1911,South,S15,Grocery,Snacks,9,357.27,0.0,3215.43,767.55
1031,2023-04-25,C1579,East,S43,Furniture,Chair,5,411.42,0.05,1954.24,98.85
1032,2024-04-26,C1102,South,S41,Electronics,Laptop,2,568.95,0.1,1024.11,168.42
1033,2024-12-16,C1006,West,S49,Grocery,Rice,1,112.44,0.05,106.82,29.56
1034,2024-03-30,C1927,South,S4,Clothing,Dress,4,458.35,0.15,1558.39,152.03
1035,2023-11-29,C1000,South,S60,Furniture,Wardrobe,8,80.33,0.15,546.24,46.96
1036,2024-12-29,C1591,West,S58,Electronics,Tablet,3,797.62,0.1,2153.57,177.84
1037,2024-09-10,C1108,West,S53,Electronics,Headphones,4,175.18,0.15,595.61,65.05
1038,2024-04-10,C1433,South,S80,Electronics,Headphones,9,372.24,0.05,3182.65,697.89
1039,2024-01-19,C1811,South,S47,Clothing,Shirt,7,111.74,0.05,743.07,121.78
1040,2023-12-02,C1187,North,S31,Electronics,Tablet,3,834.07,0.0,2502.21,227.46
1041,2023-06-25,C1237,East,S14,Grocery,Milk,1,985.74,0.05,936.45,103.86
1042,2024-05-28,C1754,South,S41,Grocery,Milk,3,858.53,0.05,2446.81,356.52
1043,2023-05-20,C1540,East,S7,Clothing,Jeans,7,87.52,0.2,490.11,117.89
1044,2023-04-16,C1031,North,S74,Electronics,Headphones,1,953.31,0.05,905.64,212.24
1045,2023-04-10,C1657,West,S9,Furniture,Table,9,13.67,0.05,116.88,26.91
1046,2023-05-23,C1389,East,S42,Grocery,Rice,4,630.49,0.0,2521.96,186.35
1047,2023-08-19,C1719,West,S75,Clothing,Shoes,3,411.15,0.05,1171.78,90.07
1048,2024-03-04,C1873,North,S82,Clothing,Jacket,4,821.48,0.0,3285.92,825.99
1049,2024-04-05,C1707,North,S78,Grocery,Eggs,1,965.79,0.2,772.63,54.85
1050,2023-04-08,C1235,West,S5,Electronics,Camera,6,988.61,0.2,4745.33,1381.31
1051,2023-02-01,C1288,South,S67,Clothing,Jacket,2,279.0,0.1,502.2,50.69
1052,2023-09-10,C1797,West,S9,Electronics,Tablet,2,981.57,0.15,1668.67,257.04
1053,2023-05-21,C1742,North,S44,Clothing,Dress,3,822.64,0.0,2467.92,134.83
1054,2023-06-21,C1575,South,S31,Clothing,Shirt,2,251.27,0.2,402.03,104.82
1055,2023-02-27,C1105,North,S44,Grocery,Eggs,8,182.22,0.0,1457.76,347.26
1056,2023-10-13,C1070,South,S70,Electronics,Laptop,6,539.45,0.2,2589.36,151.74
1057,2023-11-09,C1125,East,S24,Furniture,Table,5,351.32,0.15,1493.11,296.91
1058,2024-12-16,C1483,North,S66,Furniture,Bed,7,911.11,0.05,6058.88,521.54
1059,2024-09-07,C1947,East,S46,Electronics,Laptop,6,284.37,0.05,1620.91,220.96
1060,2024-01-16,C1891,South,S30,Furniture,Chair,8,883.16,0.0,7065.28,693.01
1061,2024-05-02,C1280,East,S19,Grocery,Eggs,5,349.94,0.1,1574.73,82.13
1062,2024-07-05,C1991,East,S26,Clothing,Shoes,3,522.84,0.05,1490.09,354.1
1063,2024-11-30,C1168,East,S33,Grocery,Snacks,3,879.2,0.0,2637.6,285.53
1064,2024-10-08,C1537,West,S96,Electronics,Headphones,8,244.35,0.15,1661.58,111.87
1065,2024-11-19,C1281,North,S5,Furniture,Wardrobe,6,741.54,0.15,3781.85,821.86
1066,2023-01-18,C1753,West,S30,Clothing,Shirt,7,512.32,0.0,3586.24,296.47
1067,2024-01-04,C1645,North,S46,Electronics,Headphones,2,456.62,0.05,867.58,170.53
1068,2023-03-13,C1987,West,S74,Clothing,Shirt,1,469.3,0.2,375.44,42.27
1069,2023-05-30,C1245,South,S6,Clothing,Shirt,7,935.54,0.1,5893.9,485.33
1070,2024-03-30,C1103,South,S50,Furniture,Table,9,626.72,0.0,5640.48,538.15
1071,2024-11-25,C1250,West,S9,Clothing,Dress,4,412.27,0.2,1319.26,373.87
1072,2023-07-05,C1033,East,S35,Furniture,Bed,6,388.23,0.05,2212.91,655.34
1073,2024-03-07,C1703,East,S19,Grocery,Wheat,3,435.55,0.0,1306.65,122.43
1074,2023-05-13,C1834,West,S11,Clothing,Jacket,9,720.39,0.2,5186.81,1520.83
1075,2024-08-26,C1574,North,S29,Clothing,Jacket,2,109.45,0.0,218.9,29.05
1076,2023-06-22,C1719,West,S48,Electronics,Laptop,8,395.5,0.15,2689.4,804.13
1077,2023-06-23,C1028,South,S35,Grocery,Rice,6,51.14,0.05,291.5,81.99
1078,2024-12-20,C1841,West,S49,Furniture,Bed,3,345.12,0.05,983.59,216.45
1079,2023-08-20,C1793,South,S29,Electronics,Camera,3,653.61,0.0,1960.83,113.49
1080,2024-03-12,C1322,North,S90,Grocery,Rice,2,375.04,0.2,600.06,151.66
1081,2024-02-09,C1282,East,S70,Clothing,Dress,7,774.12,0.15,4606.01,323.19
1082,2023-01-17,C1638,North,S40,Grocery,Eggs,4,223.45,0.15,759.73,79.22
1083,2023-10-29,C1725,South,S87,Clothing,Jeans,5,296.26,0.1,1333.17,127.62
1084,2023-12-13,C1961,South,S88,Grocery,Milk,1,280.81,0.2,224.65,66.43
1085,2023-01-31,C1522,East,S87,Furniture,Table,9,23.87,0.0,214.83,11.51
